rule_id,source_id,source_name,file,page,actor,rule
03-025,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"If the answer to 'Have you actually had any thoughts of killing yourself?' is YES, also ask, about the past month: 'Have you been thinking about how you might do this?' (for example, thought about taking an overdose but never made a specific plan as to when, where or how, and would never go through with it), 'Have you had these thoughts and had some intention of acting on them?' (as opposed to having the thoughts but definitely not doing anything about them), and 'Have you started to work out or worked out the details of how to kill yourself? Did you intend to carry out this plan?'"
03-026,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"If the answer to 'Have you actually had any thoughts of killing yourself?' is NO, skip the three questions about method, intention and plan and go directly to the question about past actions: 'Have you ever done anything, started to do anything, or prepared to do anything to end your life?'"
03-027,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"Ask every person, without a time limit: 'Have you ever done anything, started to do anything, or prepared to do anything to end your life?' Examples that count: took pills, tried to shoot yourself, cut yourself, or hang yourself, took out pills but did not swallow any, held a gun but changed your mind or it was grabbed from your hand, went to the roof but did not jump, collected pills, obtained a gun, gave away valuables, wrote a will or suicide note."
03-028,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"If the person has ever done, started, or prepared anything to end their life, ask: 'Was this within the past three months?'"
03-029,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you wished you were dead or wished you could go to sleep and not wake up?' places the person at Low Risk.
03-030,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you actually had any thoughts of killing yourself?' places the person at Low Risk.
03-031,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you been thinking about how you might do this?' (a method without a specific plan) places the person at Moderate Risk.
03-032,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you had these thoughts and had some intention of acting on them?' places the person at High Risk.
03-033,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you started to work out or worked out the details of how to kill yourself? Did you intend to carry out this plan?' places the person at High Risk.
03-034,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"A YES to 'Have you ever done anything, started to do anything, or prepared to do anything to end your life?' that happened more than three months ago places the person at Moderate Risk."
03-035,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"A YES to 'Have you ever done anything, started to do anything, or prepared to do anything to end your life?' that happened within the past three months places the person at High Risk."
04-001,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,9,clinician seeing 9- to 18-year-olds,"You will need to protect patient privacy, whether you ask the screening questions in person or by other means."
04-002,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,10,clinician seeing 9- to 18-year-olds,"Prepare for confidential care: establish procedures for providing confidential care, and become familiar with your State laws on a minor’s ability to consent to substance use treatment."
04-003,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,11,clinician seeing 9- to 18-year-olds,"When assessing a patient's alcohol risk level, use what you already know about the patient and ask more questions as needed; the risk chart is the starting point, not the decision."
04-004,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,12,clinician seeing 9- to 18-year-olds,"Take steps to protect patient privacy and, if at all possible, conduct an in-person alcohol screen when you are alone with your patient."
04-005,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,13,clinician seeing 9- to 18-year-olds,"Elicit and affirm reasons to stay alcohol free: “So, what led you to the decision to stay away from alcohol?” If friends drink, add, “… especially when your friends have chosen to drink?”"
04-006,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,13,clinician seeing 9- to 18-year-olds,"Educate: if your patient is open to input, help him or her understand that alcohol can affect brain development, which continues into a person’s twenties, and that drinking at an early age increases the risk for serious alcohol problems later in life."
04-007,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,13,clinician seeing 9- to 18-year-olds,"Let patients know that often the best response to a drink offer is a simple “No, thanks”; that, if pressured, an effective response is “I don’t want to”; and that they don’t have to give a reason."
04-008,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,14,clinician seeing 9- to 18-year-olds,"To gauge a patient's alcohol risk level, start with the age-by-drinking-days chart, then factor in friends' drinking and other risk factors, ask more questions as needed, and apply clinical judgment."
04-009,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,14,clinician seeing 9- to 18-year-olds,"Find where the patient's age and past-year drinking frequency meet on the risk chart; if the patient answers in drinks per month or per week, convert the answer to days per year first."
04-010,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,14,clinician seeing 9- to 18-year-olds,"For elementary and middle school students, having friends who drink heightens concern; because more drinking friends means more risk, ask how many friends drink if the patient did not say."
04-011,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,15,clinician seeing 9- to 18-year-olds,"For a patient at lower risk, give brief advice: 'I recommend that you stop drinking, and now is the best time. Your brain is still developing, and alcohol can affect that. Alcohol can also keep you from making good decisions and make you do things you'll regret later.'"
04-012,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,15,clinician seeing 9- to 18-year-olds,"Highest Risk: conduct brief motivational interviewing to elicit a decision and commitment to change, whether or not you plan to refer."
04-013,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,15,clinician seeing 9- to 18-year-olds,"For a patient at highest risk, ask whether the parents know; if so, ask the patient's permission to share recommendations with them; if not, weigh the patient's age, the degree of acute risk, and other circumstances, and consider breaking confidentiality to engage the parents."
04-014,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,21,clinician seeing 9- to 18-year-olds,Build in alone time: build in time during the visit for parents to leave the room so you can be alone with your patient to discuss potentially sensitive issues such as alcohol.
04-015,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,21,clinician seeing 9- to 18-year-olds,"Explain your confidentiality policy: make sure your patient understands that unless he or she is in danger, your conversation will remain between the two of you; discuss your confidentiality policy with parents and children together."
04-016,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,21,clinician seeing 9- to 18-year-olds,"Be on their side: explain to your patients that you are not singling them out, but that you talk to all of your adolescent patients about alcohol use and other health risks, and that your purpose is to keep all of your patients healthy and to offer good medical advice—not to get anyone in trouble."
04-017,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,22,clinician seeing 9- to 18-year-olds,"For patients who are not drinking, praise them for making the decision not to drink, and recommend that they get involved in activities that build on their strengths, choose friends who also make good choices, and avoid situations where alcohol or other drugs are easily available."
04-018,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,22,clinician seeing 9- to 18-year-olds,"Suggest that parents set clear expectations, such as making a house rule of no underage drinking, with equally clear and consistent consequences."
04-019,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,22,clinician seeing 9- to 18-year-olds,"Offer parents resources for learning about underage drinking, and encourage parents to discuss the realities and consequences with their kids."
04-020,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,23,clinician seeing 9- to 18-year-olds,"When learning the cut points, focus first on the highest-risk cut points (1 day at age 11, 6 days at 12 to 15, 12 days at 16, 24 days at 17, 52 days at 18), which identify the patients who need the most attention and possibly a referral."
04-021,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,24,clinician seeing 9- to 18-year-olds,The risk levels and their cut points are not absolutes; they are indicators to help the clinician gauge the extent of the professional response.
04-022,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,24,clinician seeing 9- to 18-year-olds,"For moderate and highest risk drinkers, ask about quantity of drinking to round out your risk assessment."
04-023,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,25,clinician seeing 9- to 18-year-olds,"Drinking and driving is the most common and potentially lethal danger sign; unless a patient who drinks and drives commits to stopping, an immediate intervention is warranted, which can include informing the parents."
04-024,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"Besides drinking and driving, signs of acute danger that call for a highest-risk intervention and probable referral include high, potentially lethal volumes of drinking; combining alcohol with other drugs; and drinking that leads to injury or other harm."
04-025,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"For a patient at relatively lower risk who says 'I'm not going to stop', ask permission to give brief advice, give it if accepted, and ask what they make of it."
04-026,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"For a patient at moderate or highest risk who says 'I'm not going to stop', use motivational interviewing, consider a follow-up appointment, and in some cases consider breaking confidentiality."
04-027,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"If you sense that one parent would be an ally when a patient’s parents have alcohol-related problems, referring that parent to an expert for help in dealing with family drinking problems would be appropriate and advisable."
04-028,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"If both parents appear to be heavy drinkers or dependent on alcohol, your concern may be better expressed generically."
04-029,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"Even if the offer of help is refused, make a point at each visit of expressing concern, with a focus on both the risk-taking behaviors and the specific vulnerabilities of the child’s developmental stage."
04-030,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"If you learn that a patient has relapsed, recognize that he or she may have developed a chronic disorder that requires continuing care; stay engaged with the patient and maintain optimism about eventual improvement."
04-031,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"If the patient objected to the initial referral, seek another appropriate, acceptable option."
04-032,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"Assess and address possible triggers for struggle or relapse, including stressful events, interpersonal conflict, insomnia, chronic pain, or high-temptation situations."
04-033,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"Address depression, anxiety disorders, or conduct problems, referring to specialty treatment if needed."
04-034,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,Point out any progress while noting the difficulty and multi-step nature of making a change.
04-035,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"Depending on the family situation, encourage family members to participate in mutual support groups such as Al-Anon, and continue to collaborate with the family and any treatment providers as the recovery process continues."
04-036,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,28,clinician seeing 9- to 18-year-olds,"If you are treating a patient without the parent’s knowledge, be aware that confidentiality will be compromised if diagnostic codes are included in explanations of benefits sent to a parent."
04-037,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,29,clinician seeing 9- to 18-year-olds,"When it comes to alcohol use by patients who are minors, don’t let concerns about confidentiality deter you from screening and intervening as needed."
04-038,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,29,clinician seeing 9- to 18-year-olds,Give every adolescent patient an assurance of confidential care before screening.
04-039,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,29,clinician seeing 9- to 18-year-olds,"Be aware of the specific minor confidentiality laws in your State, which generally allow health care practitioners to use professional judgment in determining the limits of confidentiality; for information about your State’s laws, contact your State medical society."
04-040,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,"To facilitate confidential care, establish a privacy policy and share it with parents and children around the time of the 7- or 8-year-old checkup, or at least by the 9- or 10-year-old checkup."
04-041,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,"Around the time of the 9- or 10-year-old checkup, and certainly by the 12-year-old checkup, routinely set aside a portion of the visit to spend time alone with the patient."
04-042,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,Make a “reasonable effort to encourage the adolescent to include parents or legal guardians in health-related decisions.”
04-043,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,"If you do not think parent involvement would be beneficial, “parental consent or notification should not be a barrier to care.”"
04-044,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,Always explain your confidentiality policy: explain your practice’s confidentiality policy to both the patient and the parent at the same time.
04-045,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,"Direct to patient: “I will be asking you some personal questions that I ask all of my patients so I can take the very best possible care of them. Everything we say here will be confidential, in other words, will stay between you and me, but within certain limits. The exception is if you tell me someone is hurting you physically or sexually, or if you are hurting or planning to hurt yourself or someone else, then we will have to tell others and get them involved to help keep you or the other person safe.”"
04-046,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,30,clinician seeing 9- to 18-year-olds,"Direct to parent: “What your daughter/son says to me is confidential, but obviously you are free to discuss any topics between yourselves at any time. If your daughter/son is in immediate danger or needs further treatment, I will certainly inform you and include you in any discussions.”"
04-047,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"Establish private time for screening: if you offer a paper or electronic screening tool before the exam, clearly communicate to the patient and parent that privacy is needed to complete the screen; if you ask the screening questions yourself, only do so when parents are not in the room."
04-048,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"Establish private time for talking: establish a standard routine for adolescent patients to spend part of each visit alone with the clinician, typically starting the visit with both patient and parent present, then spending time privately with the patient, with the end of the visit serving as a group wrap-up."
04-049,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"In deciding when to establish private time for a given patient, take more than just the patient’s age into account; a physically mature or provocatively dressed 10-year-old, for example, may be more in need of an alcohol screen than some of your older patients."
04-050,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,A key intervention goal for patients who have begun drinking but are not in acute danger is to obtain a commitment to stop or cut back drinking.
04-051,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"With older adolescents, it is often best to maintain confidentiality (if requested) after accepting the patient’s commitment to avoid risky behaviors."
04-052,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"If the patient refuses to commit to stopping or cutting back, or the clinician doubts the sincerity of the commitment, consider breaking confidentiality."
04-053,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"If at a follow-up visit the patient has not kept to the agreed plan or has escalated their drinking, consider breaking confidentiality."
04-054,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"Keep followup visits confidential: schedule the next appointment with a medical “hook,” such as the need to follow up for acne or an immunization or to discuss medications or lab results."
04-055,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"If you need to refer patients for further treatment, you may need to talk to them about breaking confidentiality to discuss the referral with their parents."
04-056,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"Be aware of practice procedures that can break confidentiality inadvertently, including appointment reminders and billing and reimbursement procedures."
04-057,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"If a parent requests medical records containing confidential information, know your State’s laws about release; if you are not able to protect the release of medical records, make it clear, prior to release, that by reading any sensitive health information the parent may compromise your rapport and ability to work with the child, and suggest that the parent reconsider the request."
04-058,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"In deciding whether to break confidentiality, use clinical judgment together with the state's minor-consent laws, and weigh the reported alcohol-related behaviours and the risks of significant harm."
04-059,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For an elementary school patient (age 9 to 11) with any alcohol use, breaking confidentiality to involve the parents is appropriate."
04-060,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For an elementary school patient (age 9 to 11) with some mild alcohol-related problems, breaking confidentiality to involve the parents is appropriate."
04-061,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For an elementary school patient (age 9 to 11) with significant problems or probable dependence, breaking confidentiality to involve the parents is appropriate."
04-062,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a middle school patient (age 11 to 14) with any alcohol use, breaking confidentiality to involve the parents may be appropriate ('maybe'), by clinical judgment."
04-063,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a middle school patient (age 11 to 14) with some mild alcohol-related problems, breaking confidentiality to involve the parents is appropriate."
04-064,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a middle school patient (age 11 to 14) with significant problems or probable dependence, breaking confidentiality to involve the parents is appropriate."
04-065,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a high school patient (age 14 to 18) with any alcohol use, breaking confidentiality to involve the parents may be appropriate ('maybe'), by clinical judgment."
04-066,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a high school patient (age 14 to 18) with some mild alcohol-related problems, breaking confidentiality to involve the parents may be appropriate ('maybe'), by clinical judgment."
04-067,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a high school patient (age 14 to 18) with significant problems or probable dependence, breaking confidentiality to involve the parents is appropriate."
04-068,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,33,clinician seeing 9- to 18-year-olds,"Express Empathy: take a warm, nonjudgmental stance; listen actively and reflect back on what is said to help the patient feel heard."
04-069,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,33,clinician seeing 9- to 18-year-olds,"Develop Discrepancy: raise awareness of the patient’s personal consequences of drinking; ask how his or her goals, values, or beliefs could be hindered or compromised by drinking."
04-070,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,34,clinician seeing 9- to 18-year-olds,Roll with Resistance: acknowledge the patient’s beliefs and feelings; avoid lecturing or debating; change gears and affirm autonomy if the patient shows resistance.
04-071,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,34,clinician seeing 9- to 18-year-olds,Support Self-efficacy: express confidence in the patient’s ability to make a change; point to the patient’s strengths and other successes as examples.
04-072,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"The goals you and your patient set need to be discussed in the context of both the patient’s safety and restrictions imposed by the law, parents, school, or other sources."
04-073,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Abstinence would be the ideal goal for youth who drink; in many cases, however, cutting back and taking other steps to avoid harm are more realistic and achievable goals, and for dependent and other higher risk patients the goal will be accepting a referral to specialized treatment."
04-074,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Abstinence challenge: ask permission from the adolescent to make a contract for 4–8 weeks of abstinence to help the two of you determine the severity of the problem; discuss ways to successfully avoid drinking; at followup, reinforce success and discuss referral for more extensive assessment for those who failed the challenge or found it very stressful."
04-075,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Cut back: for those who refuse to abstain, ask permission to negotiate and contract for drinking limits based on the patient’s history; in general, advise no substance use on weeknights, reducing quantity, and avoiding dangerous situations, such as drinking and driving; elicit feedback from patients about your suggestions."
04-076,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Contingency: for more challenging or resistant patients who refuse even to cut back, see treatment as a process and accept any progress as partial success; create a list of contingencies that indicate that a problem exists, and ask patients to agree to come see you if they occur; avoid arguments, roll with resistance, and encourage them to continue thinking about their drinking and continue self-monitoring."
04-077,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"In general, followup is necessary; negotiating a time frame for followup with the patient may enhance the likelihood that the patient returns."
04-078,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,36,clinician seeing 9- to 18-year-olds,"You can further gauge the risk level and need for referral by asking more questions, by using a formal tool, or both."
04-079,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,36,clinician seeing 9- to 18-year-olds,Both the AUDIT and the CRAFFT should be administered with patient privacy protected.
04-080,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,36,clinician seeing 9- to 18-year-olds,"On the CRAFFT, a 'yes' to two of the six questions signals a problem needing further evaluation, and a score of 4 or more should raise suspicion of substance dependence."
04-081,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,37,clinician seeing 9- to 18-year-olds,"Introduce the AUDIT to the patient: “Because alcohol use can affect your health and can interfere with certain medications and treatments, it is important that we ask some questions about your use of alcohol. Your answers will remain confidential, so please be honest.” Place an X in one box that best describes your answer to each question."
04-082,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,37,clinician seeing 9- to 18-year-olds,"AUDIT question 1, “How often do you have a drink containing alcohol?” is scored 0 for Never, 1 for Monthly or less, 2 for 2 to 4 times a month, 3 for 2 to 3 times a week, and 4 for 4 or more times a week."
04-083,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,37,clinician seeing 9- to 18-year-olds,"AUDIT question 2, “How many drinks containing alcohol do you have on a typical day when you are drinking?” is scored 0 for 1 or 2, 1 for 3 or 4, 2 for 5 or 6, 3 for 7 to 9, and 4 for 10 or more."
04-084,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,37,clinician seeing 9- to 18-year-olds,"AUDIT question 3, “How often do you have 5 or more drinks on one occasion?” is scored 0 for Never, 1 for Less than monthly, 2 for Monthly, 3 for Weekly, and 4 for Daily or almost daily."
04-085,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,37,clinician seeing 9- to 18-year-olds,"AUDIT question 4, “How often during the last year have you found that you were not able to stop drinking once you had started?” is scored 0 for Never, 1 for Less than monthly, 2 for Monthly, 3 for Weekly, and 4 for Daily or almost daily."
